level;character;pinyin
hsk7-9;绕行;ràoxíng
hsk7-9;惹;rě
hsk7-9;热潮;rècháo
hsk7-9;热带;rèdài
hsk7-9;热气;rèqì
hsk7-9;热气球;rèqìqiú
hsk7-9;热腾腾;rèténgténg
hsk7-9;热衷;rèzhōng
hsk7-9;人道;réndào
hsk7-9;人格;réngé
hsk7-9;人工智能;réngōng‐zhìnéng
hsk7-9;人均;rénjūn
hsk7-9;人品;rénpǐn
hsk7-9;人气;rénqì
hsk7-9;人情;rénqíng
hsk7-9;人身;rénshēn
hsk7-9;人事;rénshì
hsk7-9;人手;rénshǒu
hsk7-9;人体;réntǐ
hsk7-9;人为;rénwéi
hsk7-9;人文;rénwén
hsk7-9;人行道;rénxíngdào
hsk7-9;人性;rénxìng
hsk7-9;人选;rénxuǎn
hsk7-9;人缘儿;rényuánr
hsk7-9;人造;rénzào
hsk7-9;人质;rénzhì
hsk7-9;仁慈;réncí
hsk7-9;忍饥挨饿;rěnjī‐ái'è
hsk7-9;忍耐;rěnnài
hsk7-9;忍心;rěn//xīn
hsk7-9;认错;rèn//cuò
hsk7-9;认证;rènzhèng
hsk7-9;认知;rènzhī
hsk7-9;任命;rènmìng
hsk7-9;任期;rènqī
hsk7-9;任意;rènyì
hsk7-9;任职;rèn//zhí
hsk7-9;韧性;rènxìng
hsk7-9;日程;rìchéng
hsk7-9;日复一日;rìfùyírì
hsk7-9;日后;rìhòu
hsk7-9;日前;rìqián
hsk7-9;日趋;rìqū
hsk7-9;日新月异;rìxīn‐yuèyì
hsk7-9;日益;rìyì
hsk7-9;荣获;rónghuò
hsk7-9;荣幸;róngxìng
hsk7-9;荣誉;róngyù
hsk7-9;容光焕发;róngguāng‐huànfā
hsk7-9;容MW;róngliàng
hsk7-9;容纳;róngnà
hsk7-9;容忍;róngrěn
hsk7-9;容许;róngxǔ
hsk7-9;容颜;róngyán
hsk7-9;溶解;róngjiě
hsk7-9;融;róng
hsk7-9;融化;rónghuà
hsk7-9;融洽;róngqià
hsk7-9;冗长;rǒngcháng
hsk7-9;柔和;róuhé
hsk7-9;柔软;róuruǎn
hsk7-9;揉;róu
hsk7-9;如果说;rúguǒ shuō
hsk7-9;如实;rúshí
hsk7-9;如意;rú//yì
hsk7-9;如愿以偿;rúyuànyǐcháng
hsk7-9;儒家;Rújiā
hsk7-9;儒学;rúxué
hsk7-9;入场;rù//chǎng
hsk7-9;入场券;rùchǎngquàn
hsk7-9;入境;rù//jìng
hsk7-9;入侵;rùqīn
hsk7-9;入手;rùshǒu
hsk7-9;入选;rùxuǎn
hsk7-9;软弱;ruǎnruò
hsk7-9;软实力;ruǎnshílì
hsk7-9;瑞雪;ruìxuě
hsk7-9;润;rùn
hsk7-9;若干;ruògān
hsk7-9;弱点;ruòdiǎn
hsk7-9;弱势;ruòshì
hsk7-9;撤;sā
hsk7-9;撒谎;sā//huǎng
hsk7-9;赛车;sàichē
hsk7-9;赛跑;sàipǎo
hsk7-9;三番五次;sānfān‐wǔcì
hsk7-9;三角;sānjiǎo
hsk7-9;三维;sānwéi
hsk7-9;散布;sànbù
hsk7-9;散发;sànfā
hsk7-9;桑拿;sāngná
hsk7-9;嗓子;sǎngzi
hsk7-9;丧生;sàng//shēng
hsk7-9;骚乱;sāoluàn
hsk7-9;骚扰;sāorǎo
hsk7-9;扫除;sǎochú
hsk7-9;扫描;sǎomiáo
hsk7-9;扫墓;sǎo//mù
hsk7-9;扫兴;sǎo//xìng
hsk7-9;嫂子;sǎozi
hsk7-9;僧人;sēngrén
hsk7-9;杀害;shāhài
hsk7-9;杀手;shāshǒu
hsk7-9;沙龙;shālóng
hsk7-9;沙滩;shātān
hsk7-9;纱;shā
hsk7-9;刹车;shāchē
hsk7-9;砂糖;shātáng
hsk7-9;鲨鱼;shāyú
hsk7-9;傻瓜;shǎguā
hsk7-9;筛;shāi
hsk7-9;筛选;shāixuǎn
hsk7-9;晒太阳;shài tàiyáng
hsk7-9;山川;shānchuān
hsk7-9;山顶;shāndǐng
hsk7-9;山冈;shāngāng
hsk7-9;山岭;shānlǐng
hsk7-9;山路;shānlù
hsk7-9;删;shān
hsk7-9;删除;shānchú
hsk7-9;煽v;shāndòng
hsk7-9;闪烁;shǎnshuò
hsk7-9;善;shàn
hsk7-9;善意;shànyì
hsk7-9;擅长;shàncháng
hsk7-9;擅自;shànzì
hsk7-9;膳食;shànshí
hsk7-9;赡养;shànyǎng
hsk7-9;伤残;shāngcán
hsk7-9;伤感;shānggǎn
hsk7-9;伤痕;shānghén
hsk7-9;伤脑筋;shāng nǎojīn
hsk7-9;伤势;shāngshì
hsk7-9;商贩;shāngfàn
hsk7-9;商贾;shānggǔ
hsk7-9;商讨;shāngtǎo
hsk7-9;上方;shàngfāng
hsk7-9;上岗;shàng//gǎng
hsk7-9;上空;shàngkōng
hsk7-9;上流;shàngliú
hsk7-9;上期;shàng qī
hsk7-9;上任;shàng//rèn
hsk7-9;上述;shàngshù
hsk7-9;上司;shàngsi
hsk7-9;上诉;shàngsù
hsk7-9;上调;shàngtiáo
hsk7-9;上头;shàngtou
hsk7-9;上限;shàngxiàn
hsk7-9;上旬;shàngxún
hsk7-9;上瘾;shàng//yǐn
hsk7-9;上映;shàngyìng
hsk7-9;上游;shàngyóu
hsk7-9;尚;shàng
hsk7-9;尚未;shàngwèi
hsk7-9;捎;shāo
hsk7-9;烧毁;shāohuǐ
hsk7-9;烧烤;shāokǎo
hsk7-9;稍后;shāohòu
hsk7-9;稍候;shāohòu
hsk7-9;稍稍;shāoshāo
hsk7-9;少见;"shǎojiànv. (formal greeting) I haven't seen you for a long time!; adj. rarev"
hsk7-9;少MW;shǎoliàng
hsk7-9;少有;shǎoyǒu
hsk7-9;少林寺;Shàolín Sì
hsk7-9;少女;shàonǚ
hsk7-9;奢侈;shēchǐ
hsk7-9;设;shè
hsk7-9;设定;shèdìng
hsk7-9;设法;shèfǎ
hsk7-9;社会主义;shèhuì zhǔyì
hsk7-9;社交;shèjiāo
hsk7-9;社论;shèlùn
hsk7-9;社团;shètuán
hsk7-9;涉嫌;shèxián
hsk7-9;摄氏度;shèshìdù
hsk7-9;谁知道;shéi zhīdào
hsk7-9;申办;shēnbàn
hsk7-9;申报;shēnbào
hsk7-9;申领;shēnlǐng
hsk7-9;伸手;shēn//shǒu
hsk7-9;伸缩;shēnsuō
hsk7-9;伸张;shēnzhāng
hsk7-9;身不由己;shēnbùyóujǐ
hsk7-9;身价;shēnjià
hsk7-9;身躯;shēnqū
hsk7-9;身心;shēnxīn
hsk7-9;身影;shēnyǐng
hsk7-9;身子;shēnzi
hsk7-9;绅士;shēnshì
hsk7-9;深奥;shēn'ào
hsk7-9;深切;shēnqiè
hsk7-9;深情;shēnqíng
hsk7-9;深入人心;shēnrù‐rénxīn
hsk7-9;深受;shēnshòu
hsk7-9;深思;shēnsī
hsk7-9;深信;shēnxìn
hsk7-9;深夜;shēnyè
hsk7-9;深远;shēnyuǎn
hsk7-9;神气;shén∙qì
hsk7-9;神圣;shénshèng
hsk7-9;神态;shéntài
hsk7-9;神仙;shén∙xiān
hsk7-9;审;shěn
hsk7-9;审定;shěndìng
hsk7-9;审核;shěnhé
hsk7-9;审美;shěnměi
hsk7-9;审判;shěnpàn
hsk7-9;审批;shěnpī
hsk7-9;审视;shěnshì
hsk7-9;肾;shèn
hsk7-9;甚至于;shènzhìyú
hsk7-9;渗;shèn
hsk7-9;渗透;shèntòu
hsk7-9;慎重;shènzhòng
hsk7-9;升温;shēngwēn
hsk7-9;生机;shēngjī
hsk7-9;生理;shēnglǐ
hsk7-9;生命线;shēngmìngxiàn
hsk7-9;生怕;shēngpà
hsk7-9;生平;shēngpíng
hsk7-9;生前;shēngqián
hsk7-9;生态;shēngtài
hsk7-9;生物;shēngwù
hsk7-9;生效;shēng/xiào
hsk7-9;生涯;shēngyá
hsk7-9;生硬;shēngyìng
hsk7-9;生育;shēngyù
hsk7-9;声称;shēngchēng
hsk7-9;声望;shēngwàng
hsk7-9;声誉;shēngyù
hsk7-9;牲畜;shēngchù
hsk7-9;绳子;shéngzi
hsk7-9;省略;shěnglüè
hsk7-9;省事;shěng/shì
hsk7-9;圣贤;shèngxián
hsk7-9;胜出;shèngchū
hsk7-9;胜任;shèngrèn
hsk7-9;盛大;shèngdà
hsk7-9;盛会;shènghuì
hsk7-9;盛开;shèngkāi
hsk7-9;盛气凌人;shèngqì‐língrén
hsk7-9;剩余;shèngyú
hsk7-9;尸体;shītǐ
hsk7-9;失传;shīchuán
hsk7-9;失控;shīkòng
hsk7-9;失利;shī//lì
hsk7-9;失恋;shī//liàn
hsk7-9;失灵;shīlíng
hsk7-9;失落;"shīluòv. to lose; adj. disappointed; feel abandondedv"
hsk7-9;失眠;shī//mián
hsk7-9;失明;shī//míng
hsk7-9;失业率;shīyèlǜ
hsk7-9;失踪;shī//zōng
hsk7-9;师范;shīfàn
hsk7-9;师长;shīzhǎng
hsk7-9;师资;shīzī
hsk7-9;狮子;shīzi
hsk7-9;施加;shījiā
hsk7-9;施行;shixíng
hsk7-9;施压;shīyā
hsk7-9;湿度;shīdù
hsk7-9;湿润;shīrùn
hsk7-9;十字路口;shízì lùkǒu
hsk7-9;时不时;shíbùshí
hsk7-9;时段;shíduàn
hsk7-9;时隔;shí gé
hsk7-9;时好时坏;shíhǎo‐shíhuài
hsk7-9;时间表;shíjiānbiǎo
hsk7-9;时空;shíkōng
hsk7-9;时髦;shímáo
hsk7-9;时尚;shíshàng
hsk7-9;时速;shísù
hsk7-9;识别;shíbié
hsk7-9;实地;shídì
hsk7-9;实话;shíhuà
hsk7-9;实话实说;shíhuà‐shíshuō
hsk7-9;实况;shíkuàng
hsk7-9;实事求是;shíshì‐qiúshì
hsk7-9;实体;shítǐ
hsk7-9;实物;shíwù
hsk7-9;实质;shízhì
hsk7-9;食宿;shísù
hsk7-9;食用;shíyòng
hsk7-9;史无前例;shǐwúqiánlì
hsk7-9;使唤;shǐhuan
hsk7-9;使命;shǐmìng
hsk7-9;使者;shǐzhě
hsk7-9;士气;shìqì
hsk7-9;示威;shìwēi
hsk7-9;示意;shìyì
hsk7-9;世pron;shìdài
hsk7-9;世故;shìgu
hsk7-9;世界级;shìjiè jí
hsk7-9;市场经济;shìchǎng jīngjì
hsk7-9;势必;shìbì
hsk7-9;势不可当;shìbùkědāng
hsk7-9;势头;shìtou
hsk7-9;事迹;shìjì
hsk7-9;事态;shìtài
hsk7-9;事务;shìwù
hsk7-9;事务所;shìwùsuǒ
hsk7-9;事项;shìxiàng
hsk7-9;事宜;shìyí
hsk7-9;侍候;shìhòu
hsk7-9;试探;shìtan
hsk7-9;试行;shìxíng
hsk7-9;试用;shìyòng
hsk7-9;试用期;shìyòngqī
hsk7-9;视察;shìchá
hsk7-9;视角;shìjiǎo
hsk7-9;视觉;shìjué
hsk7-9;视力;shìlì
hsk7-9;视线;shìxiàn
hsk7-9;视野;shìyě
hsk7-9;柿子;shìzi
hsk7-9;是非;shìfēi
hsk7-9;适度;shìdù
hsk7-9;适MW;shìliàng
hsk7-9;适时;shìshí
hsk7-9;适宜;shìyí
hsk7-9;逝世;shìshì
hsk7-9;释放;shìfàng
hsk7-9;嗜好;shìhào
hsk7-9;收复;shōufù
hsk7-9;收据;shōujù
hsk7-9;收敛;shōuliǎn
hsk7-9;收留;shōuliú
hsk7-9;收买;shōumǎi
hsk7-9;收视率;shōushìlǜ
hsk7-9;收缩;shōusuō
hsk7-9;收支;shōuzhī
hsk7-9;手臂;shǒubì
hsk7-9;手册;shǒucè
hsk7-9;手v;shǒudòng
hsk7-9;手脚;shǒujiǎo
hsk7-9;手帕;shǒupà
hsk7-9;手枪;shǒuqiāng
hsk7-9;手势;shǒushì
hsk7-9;手术室;shǒushùshì
hsk7-9;手头;shǒutóu
hsk7-9;手腕;shǒuwàn
hsk7-9;手艺;shǒuyì
hsk7-9;手掌;shǒuzhǎng
hsk7-9;守候;shǒouhòu
hsk7-9;守护;shǒuhù
hsk7-9;守株待兔;shǒuzhū‐dàitù
hsk7-9;首创;shǒuchuàng
hsk7-9;首批;shǒupī
hsk7-9;首饰;shǒu∙shì
hsk7-9;首要;shǒuyào
hsk7-9;寿命;shòumìng
hsk7-9;受过;shòu//guò
hsk7-9;受害;shòu//hài
hsk7-9;受害人;shòuhàirén
hsk7-9;受贿;shòu//huì
hsk7-9;受惊;shòu//jīng
hsk7-9;受苦;shòu//kǔ
hsk7-9;受理;shòulǐ
hsk7-9;受骗;shòu//piàn
hsk7-9;受益;shòuyì
hsk7-9;授权;shòuquán
hsk7-9;授予;shòuyǔ
hsk7-9;售价;shòujià
hsk7-9;售票;shòupiào
hsk7-9;书橱;shūchú
hsk7-9;书籍;shūjí
hsk7-9;书记;shūjì
hsk7-9;书面;shūmiàn
hsk7-9;书写;shūxiě
hsk7-9;抒情;shūqíng
hsk7-9;枢纽;shūniǔ
hsk7-9;梳;shū
hsk7-9;梳理;shūlǐ
hsk7-9;梳子;shūzi
hsk7-9;舒畅;shūchàng
hsk7-9;疏导;shūdǎo
hsk7-9;疏忽;shūhu
hsk7-9;疏散;shūsàn
hsk7-9;输家;shūjiā
hsk7-9;输送;shūsòng
hsk7-9;输血;shū//xuè
hsk7-9;输液;shū//yè
hsk7-9;赎;shú
hsk7-9;暑期;shǔqī
hsk7-9;属性;shǔxìng
hsk7-9;曙光;shǔguāng
hsk7-9;束缚;shùfù
hsk7-9;树立;shùlì
hsk7-9;树木;shùmù
hsk7-9;树梢;shùshāo
hsk7-9;树荫;shùyīn
hsk7-9;树枝;shùzhī
hsk7-9;竖;shù
hsk7-9;num额shù'é;amount
hsk7-9;num据库shùjùkù;database
hsk7-9;刷新;shuāxīn
hsk7-9;耍;shuǎ
hsk7-9;耍赖;shuǎlài
hsk7-9;衰减;shuāijiǎn
hsk7-9;衰竭;shuāijié
hsk7-9;衰老;shuāilǎo
hsk7-9;衰弱;shuāiruò
hsk7-9;衰退;shuāituì
hsk7-9;摔跤;shuāi//jiāo
hsk7-9;甩;shuǎi
hsk7-9;率;shuài
hsk7-9;拴;shuān
hsk7-9;涮;shuàn
hsk7-9;双胞胎;shuāngbāotāi
hsk7-9;双边;shuāngbiān
hsk7-9;双重;shuāngchóng
hsk7-9;双向;shuāngxiàng
hsk7-9;双赢;shuāngyíng
hsk7-9;霜;shuāng
hsk7-9;爽快;shuǎngkuai
hsk7-9;水槽;shuǐcáo
hsk7-9;水稻;shuǐdào
hsk7-9;水管;shuǐguǎn
hsk7-9;水壶;shuǐhú
hsk7-9;水货;shuǐhuò
hsk7-9;水晶;shuǐjīng
hsk7-9;水利;shuǐlì
hsk7-9;水灵灵;shuǐlínglíng
hsk7-9;水龙头;shuǐlóngtóu
hsk7-9;水落石出;shuǐluò‐shíchū
hsk7-9;水面;shuǐmiàn
hsk7-9;水手;shuǐshǒu
hsk7-9;水温;shuǐwēn
hsk7-9;水域;shuǐyù
hsk7-9;水源;shuǐyuán
hsk7-9;水涨船高;shuǐzhǎng‐chuángā
hsk7-9;水准;shuǐzhǔn
hsk7-9;税收;shuìshōu
hsk7-9;税务;shuìwù
hsk7-9;睡袋;shuìdài
hsk7-9;顺便;shùnbiàn
hsk7-9;顺差;shùnchā
hsk7-9;顺畅;shùnchàng
hsk7-9;顺从;shùncóng
hsk7-9;顺理成章;shùnlǐ‐chéngzhāng
hsk7-9;顺路;shùnlù
hsk7-9;顺其自然;shùnqízìrán
hsk7-9;顺手;shùnshǒu
hsk7-9;顺应;shùnyìng
hsk7-9;顺着;shùnzhe
hsk7-9;瞬间;shùnjiān
hsk7-9;说白了;shuōbáile
hsk7-9;说不上;shuōbushàng
hsk7-9;说到底;shuōdàodǐ
hsk7-9;说干就干;shuō gàn jiù gàn
hsk7-9;说谎;shuō//huǎng
hsk7-9;说老实话;shuō lǎoshi huà
hsk7-9;说起来;shuō∙qǐ∙lái
hsk7-9;说情;shuō//qíng
hsk7-9;说闲话;shuō xiánhuà
hsk7-9;说真的;shuō zhēnde
hsk7-9;司法;sīfǎ
hsk7-9;司空见惯;sīkōng‐jiànguàn
hsk7-9;司令;sīlìng
hsk7-9;丝;sī
hsk7-9;丝绸;sīchóu
hsk7-9;丝毫;sīháo
hsk7-9;私家车;sījiāchē
hsk7-9;私立;"sīlìv. to run or own privately; adj. privately ownedv"
hsk7-9;私事;sīshì
hsk7-9;私下;sīxià
hsk7-9;私营;sīyíng
hsk7-9;私有;sīyǒu
hsk7-9;私自;sīzì
hsk7-9;思路;sīlù
hsk7-9;思念;sīniàn
hsk7-9;思索;sīsuǒ
hsk7-9;撕;sī
hsk7-9;死心;sǐ//xīn
hsk7-9;死心塌地;sǐxīn‐tādì
hsk7-9;四合院;sìhéyuàn
hsk7-9;四季;sìjì
hsk7-9;四面八方;sìmiàn‐bāfāng
hsk7-9;寺庙;sìmiào
hsk7-9;似曾相识;sìcéng‐xiāngshí
hsk7-9;伺机;sìjī
hsk7-9;饲料;sìliào
hsk7-9;饲养;sìyǎng
hsk7-9;松弛;sōngchí
hsk7-9;耸立;sǒnglì
hsk7-9;送别;sòng//bié
hsk7-9;搜査;sōuchá
hsk7-9;搜集;sōují
hsk7-9;搜救;sōujiù
hsk7-9;搜寻;sōuxún
hsk7-9;艘;sōu
hsk7-9;苏醒;sūxǐng
hsk7-9;酥;sū
hsk7-9;俗;sú
hsk7-9;俗话;súhuà
hsk7-9;俗话说;súhuà shuō
hsk7-9;俗语;súyǔ
hsk7-9;诉苦;sù//kǔ
hsk7-9;诉说;sùshuō
hsk7-9;诉讼;sùsòng
hsk7-9;素不相识;sùbùxiāngshí
hsk7-9;素材;sùcái
hsk7-9;素描;sùmiáo
hsk7-9;素食;sùshí
hsk7-9;素养;sùyǎng
hsk7-9;塑造;sùzào
hsk7-9;蒜;suàn
hsk7-9;算计;suàn∙jì
hsk7-9;算盘;suàn∙pán
hsk7-9;虽说;suīshuō
hsk7-9;随处可见;suíchù kě jiàn
hsk7-9;随大溜;suí dàliù
hsk7-9;随机;suíjī
hsk7-9;随即;suíjí
hsk7-9;随身;suíshēn
hsk7-9;随时随地;suíshí‐suídì
hsk7-9;随心所欲;suíxīnsuǒyù
hsk7-9;遂心;suì//xīn
hsk7-9;隧道;suìdào
hsk7-9;损;sǔn
hsk7-9;损坏;sǔnhuài
hsk7-9;损伤;sǔnshāng
hsk7-9;缩;suō
hsk7-9;缩水;suō//shuǐ
hsk7-9;缩影;suōyǐng
hsk7-9;所属;suǒshǔ
hsk7-9;所谓;suǒwèi
hsk7-9;所作所为;suǒzuò‐suǒwéi
hsk7-9;索赔;suǒpéi
hsk7-9;索取;suǒqǔ
hsk7-9;索性;suǒxìng
hsk7-9;锁定;suǒdìng
hsk7-9;他人;tārén
hsk7-9;塌;tā
hsk7-9;踏上;tàshang
hsk7-9;胎;tāi
hsk7-9;胎儿;tāi'ér
hsk7-9;台球;táiqiú
hsk7-9;太极;tàijí
hsk7-9;太极拳;tàijíquán
hsk7-9;太平;tàipíng
hsk7-9;贪;tān
hsk7-9;贪婪;tānlán
hsk7-9;贪玩儿;tānwánr
hsk7-9;贪污;tānwū
hsk7-9;摊;"tānv. to spread out; n. vendor's stall; measure word for piles of thingsvn"
hsk7-9;瘫;tān
hsk7-9;瘫痪;tānhuàn
hsk7-9;坛;tán
hsk7-9;谈不上;tán bu shàng
hsk7-9;谈到;tándào
hsk7-9;谈论;tánlùn
hsk7-9;谈起;tánqǐ
hsk7-9;弹性;tánxìng
hsk7-9;痰;tán
hsk7-9;坦白;tǎnbái
hsk7-9;坦诚;tǎnchéng
hsk7-9;坦克;tǎnkè
hsk7-9;坦然;tǎnrán
hsk7-9;坦率;tǎnshuài
hsk7-9;毯子;tǎnzi
hsk7-9;炭;tàn
hsk7-9;探;tàn
hsk7-9;探测;tàncè
hsk7-9;探亲;tàn//qīn
hsk7-9;探求;tànqiú
hsk7-9;探望;tànwàng
hsk7-9;探险;tàn//xiǎn
hsk7-9;碳;tàn
hsk7-9;汤圆;tāngyuán
hsk7-9;堂;táng
hsk7-9;糖果;tángguǒ
hsk7-9;糖尿病;tángniàobìng
hsk7-9;倘若;tǎngruò
hsk7-9;淌;tǎng
hsk7-9;烫;tàng
hsk7-9;掏钱;tāo qián
hsk7-9;滔滔不绝;tāotāo‐bùjué
hsk7-9;逃避;táobì
hsk7-9;逃生;táoshēng
hsk7-9;逃亡;táowáng
hsk7-9;陶瓷;táocí
hsk7-9;陶醉;táozuì
hsk7-9;淘;táo
hsk7-9;淘气;táo//qì
hsk7-9;淘汰;táotài
hsk7-9;讨;tǎo
hsk7-9;讨价还价;tǎojià‐huánjià
hsk7-9;讨人喜欢;tǎo rén xǐhuān
hsk7-9;特产;tèchǎn
hsk7-9;特长;tècháng
hsk7-9;特例;tèllì
hsk7-9;特权;tèquán
hsk7-9;特邀;tèyāo
hsk7-9;特制;tèzhì
hsk7-9;特质;tèzhì
hsk7-9;腾;téng
hsk7-9;藤椅;téngyǐ
hsk7-9;剔除;tīchú
hsk7-9;梯子;tīzi
hsk7-9;提拔;tíbá
hsk7-9;提炼;tíliàn
hsk7-9;提n;tí//míng
hsk7-9;提心吊胆;tíxīn‐diàodǎn
hsk7-9;提议;tíyì
hsk7-9;体面;tǐmiàn
hsk7-9;体能;tǐnéng
hsk7-9;体贴;tǐtiē
hsk7-9;体温;tǐwēn
hsk7-9;体系;tǐxì
hsk7-9;体制;tǐzhì
hsk7-9;体质;tǐzhì
hsk7-9;剃;tì
hsk7-9;替换;tìhuàn
hsk7-9;替身;tìshēn
hsk7-9;天长地久;tiāncháng‐dìjiǔ
hsk7-9;天地;tiāndì
hsk7-9;天鹅;tiān'é
hsk7-9;天分;tiānfèn
hsk7-9;天赋;tiānfù
hsk7-9;天经地义;tiānjīng‐dìyì
hsk7-9;天平;tiānpíng
hsk7-9;天桥;tiānqiáo
hsk7-9;天生;tiānshēng
hsk7-9;天使;tiānshǐ
hsk7-9;天线;tiānxiàn
hsk7-9;天性;tiānxìng
hsk7-9;天主教;Tiānzhǔjiào
hsk7-9;添加;tiānjiā
hsk7-9;甜美;tiánměi
hsk7-9;甜蜜;tiánmì
hsk7-9;甜头;tiántou
hsk7-9;填补;tiánbǔ
hsk7-9;填充;tiánchōng
hsk7-9;填写;tiánxiě
hsk7-9;舔;tiǎn
hsk7-9;挑剔;tiāotì
hsk7-9;条款;tiáokuǎn
hsk7-9;条例;tiáolì
hsk7-9;条约;tiáoyuē
hsk7-9;调侃;tiáokǎn
hsk7-9;调控;tiáokòng
hsk7-9;调料;tiáoliào
hsk7-9;调试;tiáoshì
hsk7-9;挑起;tiǎoqǐ
hsk7-9;挑衅;tiǎoxìn
hsk7-9;跳槽;tiào//cáo
hsk7-9;跳v;tiàodòng
hsk7-9;跳跃;tiàoyuè
hsk7-9;贴近;tiējìn
hsk7-9;贴切;tiēqiè
hsk7-9;帖子;tiězi
hsk7-9;听从;tīngcóng
hsk7-9;听话;tīng//huà
hsk7-9;停泊;tíngbó
hsk7-9;停车位;tíngchēwèi
hsk7-9;停顿;tíngdùn
hsk7-9;停放;tíngfàng
hsk7-9;停业;tíng//yè
hsk7-9;通畅;tōngchàng
hsk7-9;通车;tōng//chē
hsk7-9;通风;tōng//fēng
hsk7-9;通告;tōnggào
hsk7-9;通顺;tōngshùn
hsk7-9;通俗;tōngsú
hsk7-9;通通;tōngtōng
hsk7-9;通往;tōngwǎng
hsk7-9;通宵;tongxiāo
hsk7-9;通行证;tōngxíngzhèng
hsk7-9;同伴;tóngbàn
hsk7-9;同步;tóngbù
hsk7-9;同感;tónggǎn
hsk7-9;同伙;tónghuǒ
hsk7-9;同类;tónglèi
hsk7-9;同盟;tóngméng
hsk7-9;同年;tóngnián
hsk7-9;同人;tóngrén
hsk7-9;同志;tóngzhì
hsk7-9;同舟共济;tóngzhōu‐gòngjì
hsk7-9;铜;tóng
hsk7-9;统筹;tǒngchóu
hsk7-9;统统;tǒngtǒng
hsk7-9;统治;tǒngzhì
hsk7-9;捅;tǒng
hsk7-9;桶;tǒng
hsk7-9;筒;tǒng
hsk7-9;痛;tòng
hsk7-9;痛心;tòngxīn
hsk7-9;偷看;tōukàn
hsk7-9;偷窥;tōukuī
hsk7-9;偷懒;tōu//lǎn
hsk7-9;头部;tóubù
hsk7-9;头顶;tóudǐng
hsk7-9;头号;tóuhào
hsk7-9;头条;tóutiáo
hsk7-9;头头是道;tóutóu‐shìdào
hsk7-9;头衔;tóuxián
hsk7-9;头晕;tóuyūn
hsk7-9;投奔;tóubèn
hsk7-9;投机;tóujī
hsk7-9;投射;tóushè
hsk7-9;投身;tóushēn
hsk7-9;投降;tóuxiáng
hsk7-9;透彻;tòuchè
hsk7-9;透过;tòuguò
hsk7-9;透气;tòu//qì
hsk7-9;透支;tòuzhī
hsk7-9;凸;tū
hsk7-9;凸显;tūxiǎn
hsk7-9;秃;tū
hsk7-9;突发;tūfā
hsk7-9;突击;tūjī
hsk7-9;突破口;tūpòkǒu
hsk7-9;突如其来;tūrú‐qílái
hsk7-9;图表;túbiǎo
hsk7-9;图像;túxiàng
hsk7-9;图adj;túxíng
hsk7-9;图纸;túzhǐ
hsk7-9;徒步;túbù
hsk7-9;涂;tú
hsk7-9;屠杀;túshā
hsk7-9;土匪;tǔfěi
hsk7-9;土壤;tǔrǎng
hsk7-9;土生土长;tǔshēng‐tǔzhāng
hsk7-9;团伙;tuánhuǒ
hsk7-9;团聚;tuánjù
hsk7-9;团员;tuányuán
hsk7-9;团圆;tuányuán
hsk7-9;推测;tuīcè
hsk7-9;推辞;tuīcí
hsk7-9;推断;tuīduàn
hsk7-9;推翻;tuī//fān
hsk7-9;推荐;tuījiàn
hsk7-9;推理;tuīlǐ
hsk7-9;推敲;tuīqiāo
hsk7-9;推算;tuīsuàn
hsk7-9;推卸;tuīxiè
hsk7-9;推选;tuīxuǎn
hsk7-9;颓废;tuífèi
hsk7-9;退回;tuìhuí
hsk7-9;退却;tuìquè
hsk7-9;退让;tuìràng
hsk7-9;退缩;tuìsuō
hsk7-9;退休金;tuìxiūjīn
hsk7-9;退学;tuì//xué
hsk7-9;托付;tuōfù
hsk7-9;拖累;tuōlěi
hsk7-9;拖欠;tuōqiàn
hsk7-9;拖延;tuoyán
hsk7-9;脱节;tuō//jié
hsk7-9;脱落;tuōluò
hsk7-9;脱身;tuō//shēn
hsk7-9;脱颖而出;tuōyǐng'érchū
hsk7-9;驮;tuó
hsk7-9;妥;tuǒ
hsk7-9;妥当;tuǒ∙dàng
hsk7-9;妥善;tuǒshàn
hsk7-9;妥协;tuǒxié
hsk7-9;拓宽;tuòkuān
hsk7-9;拓展;tuòzhǎn
hsk7-9;唾液;tuòyè
hsk7-9;挖掘;wājué
hsk7-9;挖苦;wākǔ
hsk7-9;瓦;wǎ
hsk7-9;歪;wāi
hsk7-9;歪曲;wāiqū
hsk7-9;外表;wàibiǎo
hsk7-9;外公;wàigōng
hsk7-9;外行;wàiháng
hsk7-9;外号;wàihào
hsk7-9;外籍;wàijí
hsk7-9;外贸;wàimào
hsk7-9;外貌;wàimào
hsk7-9;外婆;wàipó
hsk7-9;外企;wàiqǐ
hsk7-9;外星人;wàixīngrén
hsk7-9;外adj;wàixíng
hsk7-9;外援;wàlyuán
hsk7-9;丸;wán
hsk7-9;完备;wánbèi
hsk7-9;完毕;wánbì
hsk7-9;完蛋;wán//dàn
hsk7-9;完好;wánhǎo
hsk7-9;玩耍;wánshuǎ
hsk7-9;玩意儿;wányìr
hsk7-9;顽固;wángù
hsk7-9;挽;wǎn
hsk7-9;挽回;wǎnhuí
hsk7-9;挽救;wǎnjiù
hsk7-9;晚间;wǎnjiān
hsk7-9;晚年;wǎnnián
hsk7-9;晚期;wǎnqī
